# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:08:01 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_discmethod,pl_orbsmax,st_teff,st_lum
Transit,,5936.00,
Transit,,5453.00,
Transit,,5844.00,
Transit,,5712.00,
Transit,,4990.00,
Transit,,5212.00,
Transit,0.073000,5274.00,
Transit,0.141000,5274.00,
Transit,,6077.00,
Transit,,6176.00,
Transit,,5924.00,
Transit,,5765.00,
Transit,,5983.00,
Transit,,5622.00,
Transit,,5635.00,
Transit,,5975.00,
Transit,,5913.00,
Transit,,6012.00,
Transit,0.035000,5595.00,
Transit,0.049000,5595.00,
Transit,,4730.00,
Transit,,5308.00,
Transit,,5438.00,
Transit,,5908.00,
Transit,,5590.00,
Transit,,4965.00,
Transit,,5756.00,
Transit,,4708.00,
Transit,,5517.00,
Transit,,5889.00,
Transit,0.055300,5947.00,
Transit,0.055000,4096.00,
Transit,0.088000,4096.00,
Transit,,4612.00,
Transit,,6177.00,
Transit,,5834.00,
Transit,,4105.00,
Transit,,5825.00,
Transit,,5226.00,
Transit,,4877.00,
Transit,,5909.00,
Transit,,5001.00,
Transit,,6210.00,
Transit,0.039000,5311.00,
Transit,0.216000,5311.00,
Transit,,5568.00,
Transit,,5705.00,
Transit,,6051.00,
Transit,,6050.00,
Transit,,5130.00,
Transit,,5616.00,
Transit,,5743.00,
Transit,,5905.00,
Transit,,5986.00,
Transit,,5944.00,
Transit,0.064000,6050.00,
Transit,0.108000,6050.00,
Transit,0.155000,6050.00,
Transit,0.227000,6050.00,
Transit Timing Variations,,6050.00,
Transit,,5842.00,
Transit,,5194.00,
Transit,,5239.00,
Transit,,4870.00,
Transit,,6155.00,
Transit,,6140.00,
Transit,,5923.00,
Transit,,5747.00,
Transit,,5063.00,
Transit,,3784.00,
Transit,0.135000,6089.00,
Transit,0.181000,6089.00,
Transit,,5961.00,
Transit,,5778.00,
Transit,,5471.00,
Transit,,6198.00,
Transit,,4967.00,
Transit,,5541.00,
Transit,,5337.00,
Transit,,5472.00,
Transit,,6386.00,
Transit,,6564.00,
Transit,0.039000,4984.00,
Transit,0.100000,4984.00,
Transit,0.170000,4984.00,
Transit,,5682.00,
Transit,,5261.00,
Transit,,4895.00,
Transit,,5667.00,
Transit,,6680.00,
Transit,,5306.00,
Transit,,5306.00,
Transit,,4611.00,
Transit,,5303.00,
Transit,,6149.00,
Transit,,6202.00,
Transit,0.041000,3810.00,
Transit,0.051000,3810.00,
Transit,,5717.00,
Transit,,5545.00,
Transit,,5949.00,
Transit,,5850.00,
Transit,,4985.00,
Transit,,4985.00,
Transit,,4985.00,
Transit,,6018.00,
Transit,,6129.00,
Transit,,5502.00,
Transit,,5839.00,
Transit,,5053.00,
Transit,0.099000,6239.00,
Transit,0.162000,6239.00,
Transit,0.448000,6239.00,
Transit,,5961.00,
Transit,,5006.00,
Transit,,5771.00,
Transit,,5213.00,
Transit,,5791.00,
Transit,,4630.00,
Transit,,5044.00,
Transit,,6096.00,
Transit,,5904.00,
Transit,,5998.00,
Transit,0.125000,6106.00,
Transit,0.200000,6106.00,
Transit,0.280000,6106.00,
Transit,,5047.00,
Transit,,6143.00,
Transit,,5926.00,
Transit,,5566.00,
Transit,,6179.00,
Transit,,6296.00,
Transit,,6188.00,
Transit,,5578.00,
Transit,,6074.00,
Transit,,6221.00,
Transit,,,
Transit,,,
Transit,,6227.00,
Transit,,5353.00,
Transit,,5504.00,
Transit,,6175.00,
Transit,,5123.00,
Transit,,6170.00,
Transit,,5753.00,
Transit,,5715.00,
Transit,,6132.00,
Transit,,6080.00,
Transit,0.131000,5770.00,
Transit,0.393000,5770.00,
Transit,,5660.00,
Transit,,5216.00,
Transit,,5556.00,
Transit,,6241.00,
Transit,,5776.00,
Transit,,5486.00,
Transit,,5359.00,
Transit,,5818.00,
Transit,,6339.00,
Transit,,5609.00,
Transit,0.079000,5884.00,
Transit,0.178000,5884.00,
Transit,0.377000,5884.00,
Transit,,6130.00,
Transit,,5188.00,
Transit,,5236.00,
Transit,,5771.00,
Transit,,5259.00,
Transit,,5701.00,
Transit,,5727.00,
Transit,,5884.00,
Transit,,3468.00,
Transit,,5235.00,
Transit,,5685.00,
Transit,,5685.00,
Transit,,5549.00,
Transit,,5748.00,
Transit,,5748.00,
Transit,,5719.00,
Transit,,5453.00,
Transit,,4188.00,
Transit,,4861.00,
Transit,,5884.00,
Transit,,5144.00,
Transit,,4598.00,
Transit,,3655.00,
Transit,0.067000,6003.00,
Transit,0.068000,6003.00,
Transit,0.136000,6003.00,
Transit,,6003.00,
Transit,,4817.00,
Transit,,4094.00,
Transit,,4094.00,
Transit,,5488.00,
Transit,,6169.00,
Transit,,4776.00,
Transit,,5550.00,
Transit,,6725.00,
Transit,,5885.00,
Transit,,5780.00,
Transit,,4500.00,
Transit,0.083000,5736.00,
Transit,0.204000,5736.00,
Transit,,5608.00,
Transit,,4508.00,
Transit,,5581.00,
Transit,,5628.00,
Transit,,5614.00,
Transit,,4903.00,
Transit,,5512.00,
Transit,,5512.00,
Transit,,4523.00,
Transit,,5909.00,
Transit,,5586.00,
Transit,0.060000,5983.00,
Transit,0.092000,5983.00,
Transit,,6331.00,
Transit,,4662.00,
Transit,,5527.00,
Transit,,5759.00,
Transit,,5981.00,
Transit,,6449.00,
Transit,,6133.00,
Transit,,5193.00,
Transit,,5911.00,
Transit,,6086.00,
Transit,0.067000,6090.00,
Transit,0.103000,6090.00,
Transit,,3827.00,
Transit,,3827.00,
Transit,,4439.00,
Transit,,6118.00,
Transit,,4776.00,
Transit,,6168.00,
Transit,,5352.00,
Transit,,5106.00,
Transit,,5597.00,
Transit,,5181.00,
Transit,,4709.00,
Transit,0.106000,6165.00,
Transit,0.133000,6165.00,
Transit,,6778.00,
Transit,,5131.00,
Transit,,4857.00,
Transit,,4839.00,
Transit,,6805.00,
Transit,,5770.00,
Transit,,5770.00,
Transit,,4070.00,
Transit,,4106.00,
Transit,,5906.00,
Transit,,5761.00,
Transit,0.077000,5187.00,
Transit,0.130000,5187.00,
Transit,,6202.00,
Transit,,6202.00,
Transit,,5361.00,
Transit,,5361.00,
Transit,,5677.00,
Transit,,6299.00,
Transit,,5323.00,
Transit,,6704.00,
Transit,,5659.00,
Transit,,5218.00,
Transit,,4407.00,
Transit,,5188.00,
Transit,,3841.00,
Transit,,3841.00,
Transit,,3841.00,
Transit,,5570.00,
Transit,,5747.00,
Transit,,6161.00,
Transit,,6370.00,
Transit,,4919.00,
Transit,,5732.00,
Transit,,5733.00,
Transit,,5046.00,
Transit,,4098.00,
Transit,,4098.00,
Transit,,4098.00,
Transit,,4098.00,
Transit,,5078.00,
Transit,0.127000,5594.00,
Transit,0.586000,5594.00,
Transit,,5753.00,
Transit,,5840.00,
Transit,,5479.00,
Transit,,5697.00,
Transit,,6481.00,
Transit,,6138.00,
Transit,,6195.00,
Transit,,6026.00,
Transit,,6126.00,
Transit,,6126.00,
Transit,,5735.00,
Transit,,6395.00,0.799
Transit,0.045000,6077.00,
Transit,0.414000,6077.00,
Transit,,5044.00,
Transit,,5964.00,
Transit,,5416.00,
Transit,,6060.00,
Transit,,5261.00,
Transit,,5925.00,
Transit,,5892.00,
Transit,,6010.00,
Transit,,6170.00,
Transit,,5160.00,
Transit,0.039000,4910.00,
Transit,0.067000,4910.00,
Transit,,4092.00,
Transit,,5664.00,
Transit,,5880.00,
Transit,,5196.00,
Transit,,4951.00,
Transit,,5267.00,
Transit,,6019.00,
Transit,,5839.00,
Transit,,4770.00,
Transit,,5796.00,
Transit,0.032000,5790.00,
Transit,0.057000,5790.00,
Transit,0.242000,5790.00,
Transit,,5187.00,
Transit,,6335.00,
Transit,,6194.00,
Transit,,4939.00,
Transit,,5838.00,
Transit,,5718.00,
Transit,,5831.00,
Transit,,5793.00,
Transit,,6184.00,
Transit,,5902.00,
Transit,0.127000,5848.00,
Transit,0.181000,5848.00,
Transit,,4796.00,
Transit,,5806.00,
Transit,,6031.00,
Transit,,6097.00,
Transit,,6291.00,
Transit,,6356.00,
Transit,,5972.00,
Transit,,5557.00,
Transit,,5530.00,
Transit,,3578.00,
Transit,0.066000,6075.00,
Transit,0.094000,6075.00,
Transit,,5698.00,
Transit,,5802.00,
Transit,,6394.00,
Transit,,6289.00,
Transit,,5810.00,
Transit,,6150.00,
Transit,,4865.00,
Transit,,5722.00,
Transit,,5774.00,
Transit,,5979.00,
Transit,,6022.00,
Transit,,6022.00,
Transit,,4524.00,
Transit,,5782.00,
Transit,,6101.00,
Transit,,5665.00,
Transit,,5448.00,
Transit,,4075.00,
Transit,,4231.00,
Transit,,5866.00,
Transit,,5653.00,
Transit,,4828.00,
Transit,0.200000,5948.00,
Transit,0.364000,5948.00,
Transit,,4422.00,
Transit,,4919.00,
Transit,,5756.00,
Transit,,5679.00,
Transit,,5828.00,
Transit,,5828.00,
Transit,,4726.00,
Transit,,5884.00,
Transit,,5332.00,
Transit,,5893.00,
Transit,,5893.00,
Transit,,5507.00,
Transit,0.113000,6012.00,
Transit,0.216000,6012.00,
Transit,,4961.00,
Transit,,5660.00,
Transit,,6159.00,
Transit,,6046.00,
Transit,,5870.00,
Transit,,6214.00,
Transit,,5663.00,
Transit,,5100.00,
Transit,,5904.00,
Transit,,5796.00,
Transit,0.028000,5272.00,
Transit,0.050000,5272.00,
Transit,,5272.00,
Transit,,5156.00,
Transit,,4908.00,
Transit,,5381.00,
Transit,,6337.00,
Transit,,5730.00,
Transit,,6087.00,
Transit,,5965.00,
Transit,,6541.00,
Transit,,5820.00,
Transit,,5655.00,
Transit,0.184000,5381.00,
Transit,0.281000,5381.00,
Transit,0.571000,5381.00,
Transit,,5515.00,
Transit,,5728.00,
Transit,,4712.00,
Transit,,5863.00,
Transit,,5659.00,
Transit,,5831.00,
Transit,,6182.00,
Transit,,5675.00,
Transit,,5256.00,
Transit,,5097.00,
Transit,0.057140,5515.00,-0.087
Transit,0.044000,5560.00,
Transit,0.073000,5560.00,
Transit,0.104000,5560.00,
Transit,0.189000,5560.00,
Transit,1.240000,5560.00,
Transit,,5845.00,
Transit,,6229.00,
Transit,,6666.00,
Transit,,5069.00,
Transit,,5393.00,
Transit,,5686.00,
Transit,,5676.00,
Transit,,5410.00,
Transit,,6158.00,
Transit,,5780.00,
Transit,0.116000,5460.00,
Transit,0.160000,5460.00,
Transit,,6200.00,
Transit,,6064.00,
Transit,,4372.00,
Transit,,5617.00,
Transit,,6251.00,
Transit,,6511.00,
Transit,,5904.00,
Transit,,7010.00,
Transit,,6846.00,
Transit,,5644.00,
Transit,0.124000,5088.00,
Transit,0.356000,5088.00,
Transit,,4677.00,
Transit,,5042.00,
Transit,,5706.00,
Transit,,5708.00,
Transit,,6179.00,
Transit,,5748.00,
Transit,,4601.00,
Transit,,6224.00,
Transit,,5857.00,
Transit,,5048.00,
Transit,0.129000,5404.00,
Transit,0.237000,5404.00,
Transit,,5477.00,
Transit,,5477.00,
Transit,,6260.00,
Transit,,5559.00,
Transit,,6431.00,
Transit,,5442.00,
Transit,,6021.00,
Transit,,4434.00,
Transit,,5079.00,
Transit,,5837.00,
Transit,,5176.00,
Transit,0.198000,5690.00,
Transit,0.303000,5690.00,
Transit,,5690.00,
Transit,,5690.00,
Transit,,5690.00,
Transit,,4540.00,
Transit,,5282.00,
Transit,,5564.00,
Transit,,5564.00,
Transit,,5564.00,
Transit,,5564.00,
Transit,,6561.00,
Transit,,4886.00,
Transit,,5201.00,
Transit,,5623.00,
Transit,,6078.00,
Transit,,5706.00,
Transit,,5324.00,
Transit,0.056000,4508.00,
Transit,0.242000,4508.00,
Transit,,5991.00,
Transit,,6136.00,
Transit,,5202.00,
Transit,,5288.00,
Transit,,5297.00,
Transit,,5866.00,
Transit,,5608.00,
Transit,,6099.00,
Transit,,5101.00,
Transit,,5316.00,
Transit,0.054000,5094.00,
Transit,0.117000,5094.00,
Transit,,5815.00,
Transit,,5957.00,
Transit,,5760.00,
Transit,,5765.00,
Transit,,5528.00,
Transit,,4940.00,
Transit,,5254.00,
Transit,,5655.00,
Transit,,5956.00,
Transit,,6319.00,
Transit,0.028000,5774.00,
Transit,0.110000,5774.00,
Transit,,5774.00,
Transit,,5550.00,
Transit,,6297.00,
Transit,,5618.00,
Transit,,5808.00,
Transit,,5892.00,
Transit,,5667.00,
Transit,,5876.00,
Transit,,4862.00,
Transit,,5545.00,
Transit,,4584.00,
Transit,0.111000,4623.00,
Transit,0.158000,4623.00,
Transit,,6228.00,
Transit,,6022.00,
Transit,,3208.00,
Transit,,5645.00,
Transit,,6069.00,
Transit,,5538.00,
Transit,,6681.00,
Transit,,5933.00,
Transit,,5817.00,
Transit,,6166.00,
Transit,0.082000,4625.00,
Transit,0.218000,4625.00,
Transit,,6053.00,
Transit,,6082.00,
Transit,,6213.00,
Transit,,4995.00,
Transit,,5946.00,
Transit,,5203.00,
Transit,,5706.00,
Transit,,6377.00,
Transit,,5940.00,
Transit,,5767.00,
Transit,0.704800,4450.00,
Transit,0.050000,5857.00,
Transit,0.109000,5857.00,
Transit,,5214.00,
Transit,,5869.00,
Transit,,6296.00,
Transit,,6241.00,
Transit,,4976.00,
Transit,,5280.00,
Transit,,5422.00,
Transit,,6116.00,
Transit,,4992.00,
Transit,,6132.00,
Transit,0.054000,5078.00,
Transit,0.068000,5078.00,
Transit,,5383.00,
Transit,,5605.00,
Transit,,5643.00,
Transit,,6005.00,
Transit,,5121.00,
Transit,,5865.00,
Transit,,6266.00,
Transit,,6167.00,
Transit,,6620.00,
Transit,,5852.00,
Transit,0.069000,5816.00,
Transit,0.137000,5816.00,
Transit,,6157.00,
Transit,,6158.00,
Transit,,6436.00,
Transit,,5772.00,
Transit,,3636.00,
Transit,,5677.00,
Transit,,6826.00,
Transit,,5445.00,
Transit,,3724.00,
Transit,,5776.00,
Transit,0.078000,5776.00,
Transit,0.152000,5776.00,
Transit,,4736.00,
Transit,,5679.00,
Transit,,6137.00,
Transit,,6256.00,
Transit,,5474.00,
Transit,,5347.00,
Transit,,5797.00,
Transit,,5789.00,
Transit,,5710.00,
Transit,,6150.00,
Transit,0.058000,5888.00,
Transit,0.097000,5888.00,
Transit,0.187000,5888.00,
Transit,,6324.00,
Transit,,6152.00,
Transit,,6152.00,
Transit,,5355.00,
Transit,,5355.00,
Transit,,5508.00,
Transit,,5499.00,
Transit,,5812.00,
Transit,,3299.00,
Transit,2.720500,6210.00,
Transit,,3240.00,-2.287
Transit,,3240.00,-2.287
Transit,0.072000,5211.00,
Transit,0.110000,5211.00,
Transit,,3410.00,-1.871
Transit,,3713.00,-1.368
Transit,0.165400,3638.00,-1.638
Transit,0.470600,4807.00,-0.636
Transit,2.026000,5597.00,0.090
Transit,0.103000,6148.00,
Transit,0.197000,5731.00,
Transit,0.054400,6216.00,
Transit,0.072000,5413.00,
Transit,0.195000,5413.00,
Transit,,5413.00,
Transit,0.633000,5100.00,
Transit,0.048300,4890.00,-0.570
Transit,0.068400,4890.00,-0.570
Transit,0.140500,4890.00,-0.570
Transit,1.890000,4890.00,-0.570
Transit,0.056000,6282.00,
Transit,0.116000,6282.00,
Transit,0.040000,4997.00,
Transit,0.062000,4997.00,
Transit,0.075000,4997.00,
Transit,0.105000,4997.00,
Transit,0.359000,4997.00,
Transit,0.025910,5781.00,
Transit,0.080000,5679.00,
Transit,0.131000,5679.00,
Transit,0.050000,5642.00,
Transit,0.098000,5642.00,
Transit,0.223000,5642.00,
Transit,0.040000,5526.00,
Transit,0.068000,5526.00,
Transit,0.118000,5526.00,
Transit,0.211000,5526.00,
Transit,0.048000,6031.00,
Transit,0.074000,6031.00,
Transit,0.100000,4880.00,
Transit,0.214000,4880.00,
Transit,0.677000,4880.00,
Transit,0.105000,6064.00,
Transit,0.213000,6064.00,
Transit,0.058000,5232.00,
Transit,0.102000,5232.00,
Transit,0.163000,5232.00,
Transit,,5232.00,
Transit,,5942.00,
Transit,,5942.00,
Transit,0.085000,5676.00,
Transit,0.142000,5676.00,
Transit,0.397000,5676.00,
Transit,0.036000,5302.00,
Transit,0.064000,5302.00,
Transit,0.044700,5345.00,-0.031
Transit,0.075200,5345.00,-0.031
Transit,0.117200,5345.00,-0.031
Transit,0.109000,5731.00,
Transit,0.229000,5731.00,
Transit,0.040000,5333.00,
Transit,0.049000,5333.00,
Transit,0.096000,6250.00,
Transit,0.157000,6250.00,
Transit,0.064000,5888.00,
Transit,0.103000,5888.00,
Transit,0.092000,5788.00,
Transit,0.141000,5788.00,
Transit,0.179000,5788.00,
Transit,0.026000,5208.00,
Transit,0.139000,5208.00,
Transit,0.034300,3755.00,-1.260
Transit,0.045100,3755.00,-1.260
Transit,0.078100,3755.00,-1.260
Transit,0.110000,3755.00,-1.260
Transit,0.432000,3755.00,-1.260
Transit,0.059000,6105.00,
Transit,0.099000,6105.00,
Transit,0.032000,6021.00,
Transit,0.066000,6021.00,
Transit,0.088000,5235.00,
Transit,0.137000,5235.00,
Transit,,5544.00,
Transit Timing Variations,,5544.00,
Radial Velocity,,5544.00,
Transit,0.030000,5106.00,
Transit,0.045000,5106.00,
Transit,0.087000,5282.00,
Transit,0.128000,5282.00,
Transit,,5282.00,
Transit,0.090000,5479.00,
Transit,0.150000,5479.00,
Transit,,5479.00,
Transit,0.106000,6335.00,
Transit,0.286000,6335.00,
Transit,0.032000,6089.00,
Transit,0.131000,6089.00,
Transit,0.275000,6089.00,
Transit,0.077000,5329.00,
Transit,0.197000,5329.00,
Transit,0.138000,5128.00,
Transit,0.240000,5128.00,
Transit,0.060000,6004.00,
Transit,0.090000,6004.00,
Transit,0.119000,6004.00,
Transit,0.164000,6004.00,
Transit,0.131000,5574.00,
Transit,0.259000,5574.00,
Transit,,5574.00,
Transit,0.158000,5644.00,
Transit,0.316000,5644.00,
Transit,0.046300,5495.00,
Transit,0.094900,5495.00,
Transit,0.350600,5495.00,
Transit,0.063900,5495.00,
Transit,0.139600,5495.00,
Radial Velocity,0.205500,5495.00,
Transit,0.080000,5678.00,
Transit,0.090000,5678.00,
Transit,0.175000,6065.00,
Transit,0.573000,6065.00,
Transit,0.045000,4668.00,
Transit,0.113000,4668.00,
Transit,0.043000,5821.00,
Transit,0.061000,5821.00,
Transit,0.100000,5821.00,
Transit,0.117000,5812.00,
Transit,0.173000,5812.00,
Transit,0.032000,4321.00,
Transit,0.122000,4321.00,
Transit,0.078000,5764.00,
Transit,0.111000,5764.00,
Transit,0.163000,5764.00,
Transit,0.029000,5920.00,
Transit,0.044000,5920.00,
Transit,0.068000,5920.00,
Transit,0.054000,6092.00,
Transit,0.079000,6092.00,
Transit,0.103000,6092.00,
Transit,0.132000,6092.00,
Transit,0.122000,5513.00,
Transit,0.231000,5513.00,
Transit,0.042717,6305.00,0.715
Transit,0.032000,4559.00,
Transit,0.070000,4559.00,
Transit,0.048000,5123.00,
Transit,0.062000,5123.00,
Transit,0.133000,5852.00,
Transit,0.207000,5852.00,
Transit,0.036000,5696.00,
Transit,0.057000,5696.00,
Transit,0.130000,6169.00,
Transit,0.194000,6169.00,
Transit,0.084000,5739.00,
Transit,0.113000,5739.00,
Transit,0.185000,5739.00,
Transit,0.314000,5739.00,
Transit,0.079000,6091.00,
Transit,0.136000,6091.00,
Transit,0.065000,6171.00,
Transit,0.089000,6171.00,
Transit,,6171.00,
Transit,0.046000,5502.00,
Transit,0.248000,5502.00,
Transit,,5502.00,
Transit,0.057000,5786.00,
Transit,0.165000,5786.00,
Transit,0.272000,5786.00,
Transit,0.849000,5518.00,-0.102
Transit,0.046000,4632.00,
Transit,0.076000,4632.00,
Transit,0.163000,4632.00,
Transit,0.226000,4632.00,
Transit,0.037000,5243.00,
Transit,0.059000,5243.00,
Transit,0.087000,5243.00,
Transit,0.130000,5243.00,
Transit,0.048000,5433.00,
Transit,0.091000,5433.00,
Transit,0.180000,5433.00,
Transit,,,
Transit,,,
Transit,,,
Transit,,,
Transit,0.038000,5018.00,
Transit,0.058000,5018.00,
Transit,0.089000,5018.00,
Transit,0.124000,5018.00,
Transit,0.056000,3682.00,
Transit,0.111000,3682.00,
Transit,0.047000,5571.00,
Transit,0.058000,5571.00,
Transit,0.076000,5571.00,
Transit,0.090000,5854.00,
Transit,0.290000,5854.00,
Transit,0.038000,6043.00,
Transit,0.052000,6043.00,
Transit,0.101000,6043.00,
Transit,0.062000,5120.00,
Transit,0.117000,5120.00,
Transit,0.220000,5120.00,
Transit,0.075000,5828.00,
Transit,0.099000,5828.00,
Transit,0.124000,5828.00,
Transit,0.191000,5588.00,
Transit,0.380000,5588.00,
Transit,0.074000,3767.00,
Transit,0.114000,3767.00,
Transit,0.054000,5847.00,
Transit,0.101000,5847.00,
Transit,0.077000,5360.00,
Transit,0.287000,5360.00,
Transit,0.040000,6224.00,
Transit,0.077000,6224.00,
Transit,0.037000,4255.00,
Transit,0.065000,4255.00,
Transit,0.122000,4255.00,
Transit,0.213000,4255.00,
Transit,0.065000,3750.00,
Transit,0.132000,3750.00,
Transit,0.050000,4861.00,
Transit,0.071000,4861.00,
Transit,0.034000,5751.00,
Transit,0.069000,5751.00,
Transit,0.115000,5751.00,
Transit,,5751.00,
Transit,,5751.00,
Transit,0.095000,4914.00,
Transit,0.268000,4914.00,
Transit,0.080000,5897.00,
Transit,0.106000,5897.00,
Transit,0.051000,5897.00,
Transit,0.138000,5897.00,
Transit,0.048000,4985.00,
Transit,0.074000,4985.00,
Transit,0.094000,4699.00,
Transit,0.189000,4699.00,
Transit,0.075000,5020.00,
Transit,0.109000,5020.00,
Transit,0.062000,5228.00,
Transit,0.142000,5228.00,
Transit,0.050000,5554.00,
Transit,0.087000,5554.00,
Transit,0.140000,5554.00,
Transit,0.071000,5100.00,
Transit,0.124000,5100.00,
Transit,0.202000,5100.00,
Transit,,5100.00,
Transit,0.052000,5206.00,
Transit,0.095000,5206.00,
Transit,0.042000,5100.00,
Transit,0.084000,5100.00,
Transit,0.140000,5100.00,
Transit,0.066000,5190.00,
Transit,0.123000,5190.00,
Transit,0.035000,3568.00,
Transit,0.058000,3568.00,
Transit,0.097000,3568.00,
Transit,,6270.00,
Transit,,6270.00,
Radial Velocity,,6270.00,
Transit,0.048000,5160.00,
Transit,0.069000,5160.00,
Transit,0.127000,5160.00,
Transit,0.053000,5526.00,
Transit,0.122000,5526.00,
Transit,0.182000,5526.00,
Transit,0.404000,5526.00,
Transit,0.058000,4208.00,
Transit,0.080000,4208.00,
Transit,0.046000,5208.00,
Transit,0.089000,5208.00,
Transit,0.130000,5208.00,
Transit,0.064000,5957.00,
Transit,0.105000,5957.00,
Transit,0.139000,5957.00,
Transit,0.063000,5573.00,
Transit,0.092000,5573.00,
Transit,,5573.00,
Transit,0.027000,5551.00,
Transit,0.045000,5551.00,
Transit,0.064000,5551.00,
Transit,0.096000,5551.00,
Transit,0.034000,5180.00,
Transit,0.066000,5180.00,
Transit,0.160000,5180.00,
Transit,0.103000,4942.00,
Transit,0.193000,4942.00,
Transit,0.079000,5938.00,
Transit,0.217000,5938.00,
Transit,,3914.00,
Transit,,3914.00,
Transit,0.039000,3914.00,
Transit,0.220000,3914.00,
Transit,0.075000,5250.00,
Transit,0.332000,5250.00,
Transit,0.088000,5098.00,
Transit,0.156000,5098.00,
Transit,0.108000,5841.00,
Transit,0.152000,5841.00,
Transit,0.120000,5265.00,
Transit,0.242000,5265.00,
Transit,0.249000,6158.00,
Transit,0.566000,6158.00,
Transit,0.069000,5835.00,
Transit,0.127000,5835.00,
Transit,0.236000,5835.00,
Transit,0.319000,5835.00,
Transit,0.071000,5885.00,
Transit,0.457000,5885.00,
Transit,0.037000,4258.00,
Transit,0.060000,4258.00,
Transit,0.154000,4258.00,
Transit,0.180000,6081.00,
Transit,0.391000,6081.00,
Transit,0.061000,5847.00,
Transit,0.081000,5847.00,
Transit,0.118000,5400.00,
Transit,0.191000,5400.00,
Transit,0.107000,6067.00,
Transit,0.180000,6067.00,
Transit,,5555.00,
Transit,,5555.00,
Transit,,5555.00,
Transit,0.038000,5297.00,
Transit,0.061000,5297.00,
Transit,0.091000,5297.00,
Transit,0.037000,5626.00,
Transit,0.073000,5626.00,
Transit,0.101000,6023.00,
Transit,0.204000,6023.00,
Transit,0.098000,6165.00,
Transit,0.132000,6165.00,
Transit,0.224000,6165.00,
Transit,0.119000,6105.00,
Transit,,6105.00,
Transit,,6105.00,
Transit,,5946.00,
Transit,,5946.00,
Transit,0.207000,4991.00,
Transit,0.294000,4991.00,
Transit,0.112000,6363.00,
Transit,,6363.00,
Transit,,6363.00,
Transit,0.062000,4590.00,
Transit,0.081000,4590.00,
Transit,0.032000,5744.00,
Transit,0.056000,5744.00,
Transit,0.117000,5723.00,
Transit,0.215000,5723.00,
Transit,0.082000,5602.00,
Transit,0.106000,5602.00,
Transit,,5602.00,
Transit,,5602.00,
Transit,0.082000,4351.00,
Transit,0.341000,4351.00,
Transit,0.104000,5615.00,
Transit,0.213000,5615.00,
Transit,0.036000,5411.00,
Transit,0.064000,5411.00,
Transit,0.027000,5580.00,
Transit,0.042000,5580.00,
Transit,0.061000,5580.00,
Transit,0.176000,5580.00,
Transit,0.145000,5806.00,
Transit,0.246000,5806.00,
Transit,0.065000,5918.00,
Transit,0.140000,5918.00,
Transit,0.287000,5918.00,
Transit,0.210000,5990.00,0.061
Transit,0.510000,5990.00,0.061
Transit,0.330000,5990.00,0.061
Transit,,5701.00,
Transit,,5701.00,
Transit,0.110000,5147.00,
Transit,0.205000,5147.00,
Transit,0.047000,6002.00,
Transit,0.065000,6002.00,
Transit,0.035000,5299.00,
Transit,0.045000,5299.00,
Transit,0.068000,5299.00,
Transit,0.097000,5299.00,
Transit,0.141000,5299.00,
Transit,0.144000,5804.00,
Transit,0.286000,5804.00,
Transit,0.048000,5913.00,
Transit,0.071000,5913.00,
Transit,0.099000,5603.00,
Transit,0.142000,5603.00,
Transit,0.192000,5603.00,
Transit,0.079000,3740.00,
Transit,0.052100,3740.00,
Transit,0.118000,3740.00,
Transit,0.169000,3740.00,
Transit,0.255000,3740.00,
Transit,0.217000,5619.00,
Transit,0.336000,5619.00,
Transit,0.080000,4465.00,
Transit,0.136000,4465.00,
Transit,0.305000,4465.00,
Transit,0.040000,5617.00,
Transit,0.070000,5617.00,
Transit,0.118000,5617.00,
Transit,0.220000,5617.00,
Transit,0.180000,5498.00,
Transit,0.300000,5498.00,
Transit,0.500000,5498.00,
Transit,0.094000,5986.00,
Transit,0.232000,5986.00,
Transit,0.036000,5815.00,
Transit,0.060000,5815.00,
Transit,0.112000,5815.00,
Transit,0.193000,5740.00,
Transit,0.503000,5740.00,
Transit,0.024000,3944.00,
Transit,0.057000,3944.00,
Transit,0.039000,4731.00,
Transit,0.054000,4731.00,
Transit,0.080000,4731.00,
Transit,,4731.00,
Transit,,5100.00,
Transit,,5100.00,
Transit,0.121000,5100.00,
Transit,0.050000,4954.00,
Transit,0.067000,4954.00,
Transit,0.120000,4954.00,
Transit,0.227000,4954.00,
Transit,,5367.00,
Transit,,5367.00,
Transit,0.090000,5895.00,
Transit,0.123000,5895.00,
Transit,0.059000,4713.00,
Transit,0.401000,4713.00,
Transit,0.160000,6340.00,
Transit,0.260000,6340.00,
Transit,0.400000,6340.00,
Transit,0.111000,5797.00,
Transit,0.281000,5797.00,
Transit,0.392000,5797.00,
Transit,0.087000,5905.00,
Transit,0.145000,5905.00,
Transit,0.031000,6115.00,
Transit,0.153000,6115.00,
Transit,0.125000,5727.00,
Transit,0.208000,5727.00,
Transit,0.035000,5378.00,
