# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 17:25:21 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_discmethod,pl_orbper,pl_rade
Transit,0.88184115,1.300
Transit,10.31260000,0.522
Transit,13.78130000,1.197
Transit,23.08810000,1.212
Transit,10.31082450,1.430
Transit,25.38426860,2.250
Transit,16.35830550,1.880
Transit,13.90935830,1.410
Transit,15.36262753,1.940
Transit,2.88879862,0.850
Transit,6.73972381,1.240
Transit,2.27952666,0.930
Transit,12.28546030,2.590
Transit,5.53608151,2.260
Transit,20.95681580,2.860
Transit,37.63270840,2.460
Transit,99.25309510,1.770
Transit,15.77104400,2.940
Transit,157.07287800,3.380
Transit,6.48021673,1.180
Transit,54.40923330,1.680
Transit,15.14103970,1.960
Transit,2.44357812,0.800
Transit,3.93766373,1.390
Transit,3.78470649,0.800
Transit,18.22064210,2.070
Transit,47.44995500,1.720
Transit,2.78815679,0.900
Transit,4.13827595,1.030
Transit,1.63865306,1.250
Transit,6.79012300,12.733
Transit,3.25427000,1.610
Transit,91.35328200,1.800
Transit,9.06689421,1.620
Transit,11.20066445,1.680
Transit,2.03387914,0.760
Transit,5.19492202,2.140
Transit,15.93147390,2.010
Transit,28.22741840,3.960
Transit,11.62905828,1.100
Transit,20.07115040,2.250
Transit,2.99793191,0.890
Transit,0.76486493,1.040
Transit,3.10767500,0.690
Transit,7.01060600,1.410
Transit,60.86616800,1.780
Transit,86.11508880,2.820
Transit,3.61460510,0.830
Transit,13.18296420,1.820
Transit,3.51576315,1.230
Transit,0.63642408,1.290
Transit,1.49514952,0.880
Transit,20.35052130,1.000
Transit,22.47644250,1.660
Transit,42.52158950,2.860
Transit,2.02415200,1.990
Transit,4.76170200,2.860
Transit,41.80911800,2.160
Transit,6.69960006,1.280
Transit,6.91311120,0.930
Transit,18.60519420,2.020
Transit,23.95537800,1.060
Transit,29.60917440,1.160
Transit,14.45413020,0.940
Transit,14.25632270,1.560
Transit,0.96897238,1.100
Transit,10.67607169,1.640
Transit,4.48487493,1.290
Transit,16.00758300,2.410
Transit,27.08251100,3.370
Transit,2.46050993,1.180
Transit,5.86601526,1.470
Transit,23.91090110,2.220
Transit,4.13592271,1.560
Transit,8.05333618,1.110
Transit,4.45343281,0.860
Transit,9.70571600,1.310
Transit,10.92954610,1.370
Transit,2.31942009,0.940
Transit,8.07392849,1.460
Transit,5.88527300,1.330
Transit,10.10466500,1.350
Transit,39.85948400,1.260
Transit,39.44198390,1.310
Transit,81.41629410,3.930
Transit,2.41811321,0.970
Transit,33.42035034,2.180
Transit,10.60052251,0.960
Transit,0.68996783,0.820
Transit,56.67472850,2.900
Transit,12.27065865,1.610
Transit,13.22745280,1.680
Transit,22.95100000,2.650
Transit,42.88200000,4.320
Transit,54.50941660,1.710
Transit,35.62223300,3.350
Transit,42.91375100,2.700
Transit,47.16116960,2.670
Transit,47.03194790,1.880
Transit,49.27676400,2.160
Transit,18.13738290,1.140
Transit,51.11102430,1.990
Transit,47.98727640,2.760
Transit,62.86916110,1.360
Transit,31.15879900,3.710
Transit,76.73217100,3.130
Transit,29.96332470,1.960
Transit,29.34947750,2.030
Transit,65.64883410,3.820
Transit,25.15864000,1.860
Transit,31.77859010,1.660
Transit,5.32786292,1.000
Transit,31.82771110,1.770
Transit,31.17504480,1.550
Transit,47.05690430,3.300
Transit,8.23984869,1.730
Transit,3.54553021,1.150
Transit,21.86353010,2.800
Transit,12.61058400,1.530
Transit,33.41642300,2.430
Transit,16.29509030,1.070
Transit,3.63899398,1.410
Transit,38.13128310,1.900
Transit,14.42735510,1.190
Transit,36.43334520,2.160
Transit,82.17737400,2.920
Transit,10.35863224,1.670
Transit,11.55530021,1.180
Transit,26.08405940,1.730
Transit,14.53261362,1.830
Transit,1.72936600,1.800
Transit,4.18004300,3.600
Transit,51.84688575,8.680
Transit,22.12679948,1.670
Transit,5.94220998,1.230
Transit,12.25383217,1.010
Transit,9.50851560,1.520
Transit,30.45491360,2.110
Transit,19.91577250,1.470
Transit,54.64957590,2.320
Transit,7.31946363,2.130
Transit,39.81899320,1.860
Transit,82.29475100,1.770
Transit,29.19894300,4.210
Transit,55.32832800,1.610
Transit,160.01803200,3.960
Transit,92.43629730,3.040
Transit,16.58617620,1.510
Transit,16.75255007,1.490
Transit,15.02179830,1.410
Transit,91.08048200,3.070
Transit,85.27325600,2.940
Transit,64.65880170,2.220
Transit,8.74199772,1.660
Transit,48.05140500,1.330
Transit,44.20080000,1.190
Transit,4.94278200,10.760
Transit,3.42805400,1.250
Transit,7.38199800,3.690
Transit,12.56093000,2.790
Transit,30.82655700,3.120
Transit,637.20930000,3.640
Transit,15.03301050,1.200
Transit,14.55645330,1.560
Transit,41.70836290,3.180
Transit,96.16987000,2.270
Transit,82.30400300,2.130
Transit,30.86093660,0.930
Transit,14.03291540,1.320
Transit,16.05062130,0.840
Transit,20.70565040,1.330
Transit,25.43381970,1.850
Transit,15.22895800,3.060
Transit,24.67461200,2.090
Transit,84.70392100,3.360
Transit,23.23827920,1.680
Transit,20.35972599,1.180
Transit,160.88465087,8.460
Transit,217.83176260,11.820
Transit,214.31141640,9.550
Transit,7.25931979,1.750
Transit,5.54608367,9.760
Transit,5.11177904,3.050
Transit,240.79893970,7.060
Transit,18.20797300,2.790
Transit,88.25505500,2.390
Transit,0.65355357,5.770
Transit,47.14840805,2.500
Transit,1.84788917,1.730
Transit,0.93875077,1.580
Transit,70.96746030,3.540
Transit,2.41660118,0.910
Transit,3.90863200,2.430
Transit,160.12991800,4.770
Transit,1.79111021,1.460
Transit,5.33905686,2.100
Transit,18.87022700,2.920
Transit,46.90232000,2.530
Transit,2.59044340,1.640
Transit,5.32274060,1.650
Transit,1.13854338,1.110
Transit,1.09366356,1.350
Transit,308.54710000,3.460
Transit,5.71668872,1.890
Transit,138.94420000,2.550
Transit,364.75803100,3.140
Transit,1.44445380,1.180
Transit,175.13881900,2.820
Transit,133.30367410,2.700
Transit,33.04053200,2.260
Transit,62.30327600,2.950
Transit,20.54981883,3.840
Transit,3.93276465,1.500
Transit,9.91935684,1.500
Transit,125.41311770,2.490
Transit,8.40691199,1.160
Transit,3.95116882,0.760
Transit,2.89223021,0.650
Transit,5.99273738,0.870
Transit,5.10115756,0.760
Transit,6.96710269,2.710
Transit,168.81117400,1.780
Transit,163.69234900,2.700
Transit,19.59749710,3.130
Transit,0.69297968,0.900
Transit,124.82867900,2.640
Transit,214.88654500,2.570
Transit,5.93119400,2.090
Transit,52.66179300,2.240
Transit,225.58280900,3.020
Transit,24.49736980,2.660
Transit,184.77185300,2.470
Transit,4.24261881,1.150
Transit,198.08877400,2.900
Transit,8.10501635,1.610
Transit,8.82713457,1.960
Transit,3.74032496,1.530
Transit,3.50470358,0.680
Transit,0.97191543,0.720
Transit,4.97345600,2.300
Transit,15.90680100,2.550
Transit,3.03195744,0.890
Transit,1.00520701,1.090
Transit,64.27377520,3.550
Transit,3.43276598,0.750
Transit,18.05403810,1.470
Transit,1.53818844,1.190
Transit,0.53991524,0.790
Transit,153.97957800,2.730
Transit,20.92539200,1.300
Transit,5.79180156,1.680
Transit,1.73234200,1.320
Transit,13.54050000,2.240
Transit,7.02573474,1.460
Transit,26.54895500,1.070
Transit,3.38555488,1.520
Transit,5.49548621,0.940
Transit,2.61575540,1.200
Transit,6.94243340,1.290
Transit,2.55314213,1.310
Transit,6.98471973,1.040
Transit,6.30560247,1.130
Transit,1.45088691,1.040
Transit,0.84990789,0.840
Transit,16.70918400,2.120
Transit,28.55138300,1.900
Transit,56.64492790,2.110
Transit,6.28385491,0.800
Transit,4.83817712,1.490
Transit,9.32807355,0.600
Transit,13.39970990,1.610
Transit,3.58274630,1.790
Transit,15.60492120,1.520
Transit,9.40604670,1.330
Transit,7.84931739,0.760
Transit,0.99166527,1.090
Transit,10.13962300,2.380
Transit,43.59579200,3.410
Transit,7.61760804,1.140
Transit,8.18504949,1.270
Transit,3.05710069,1.540
Transit,174.50983500,3.170
Transit,2.71603809,1.060
Transit,4.56380468,1.230
Transit,66.37337900,1.900
Transit,2.94654179,1.060
Transit,4.34195123,0.950
Transit,122.36355300,1.620
Transit,228.77600000,8.449
Transit,4.30942700,1.540
Transit,13.69908700,3.610
Transit,386.37054800,3.130
Transit,2.20921951,0.820
Transit,11.17931605,1.340
Transit,2.27163926,1.290
Transit,0.68368426,1.410
Transit,85.75654950,1.080
Transit,196.43522400,2.070
Transit,13.64736760,0.920
Transit,16.47356860,1.730
Transit,114.34219000,2.220
Transit,4.92135500,2.120
Transit,7.06424000,2.050
Transit,8.70181574,1.610
Transit,5.17624290,0.810
Transit,3.91795101,1.030
Transit,1.51842990,2.080
Transit,3.94661410,1.490
Transit,47.31261920,2.060
Transit,6.76284377,1.020
Transit,27.47855720,1.200
Transit,6.10826019,1.260
Transit,23.62259130,0.760
Transit,6.91979800,1.260
Transit,19.44635500,3.030
Transit,101.95182900,1.610
Transit,92.26371400,2.160
Transit,10.81187370,1.470
Transit,4.36128348,1.310
Transit,3.29030452,5.700
Transit,287.37894900,6.060
Transit,4.13962966,2.020
Transit,7.20283653,3.690
Transit,76.37803300,6.430
Transit,3.87595807,0.770
Transit,7.81093700,1.050
Transit,21.34726200,2.260
Transit,509.99740200,2.190
Transit,4.09513932,1.350
Transit,448.30355800,2.470
Transit,186.40427100,1.580
Transit,374.87623900,3.190
Transit,469.63111000,3.640
Transit,425.47785000,3.230
Transit,6.10960324,0.890
Transit,259.33683000,1.870
Transit,9.87848200,2.580
Transit,5.03503000,1.410
Transit,10.94572300,2.730
Transit,28.98676900,2.450
Transit,7.58441260,4.820
Transit,19.67226600,3.110
Transit,32.65721200,2.950
Transit,12.20575130,3.200
Transit,6.65138020,2.660
Transit,5.34264507,2.300
Transit,21.09077580,1.880
Transit,16.17795610,1.780
Transit,4.48558383,1.230
Transit,1107.59230000,11.874
Transit,8.68909900,1.017
Transit,19.53527000,1.060
Transit,8.18084800,2.320
Transit,15.31299000,2.230
Transit,1.53818001,0.960
Transit,9.87863917,1.840
Transit,38.09722000,1.600
Transit,140.25240000,2.170
Transit,1047.83560000,9.180
Transit,11.87287870,2.213
Transit,31.57865900,5.020
Transit,3.84937278,11.994
Transit,7.65025400,2.270
Transit,34.26028100,2.380
Transit,1.55400393,1.730
Transit,175.06000000,3.870
Transit,4.39316320,1.615
Transit,7.40611400,1.548
Transit,21.80385500,1.194
Transit,1071.23228000,10.150
Transit,4.42539100,1.460
Transit,13.19324200,2.690
Transit,3.25061900,1.130
Transit,6.19546900,1.210
Transit,8.34812500,1.250
Transit,13.76710200,2.200
Transit,87.09019500,2.580
Transit,1.48571080,14.680
Transit,7.93059200,3.200
Transit,16.66586300,2.860
Transit,4.16697200,2.340
Transit,11.46346200,2.560
Transit,39.59551900,1.890
Transit,2.94030900,2.350
Transit,6.38899600,2.860
Transit,14.62711900,2.250
Transit,35.11873600,2.760
Transit,4.26374200,1.290
Transit,8.00577700,2.430
Transit,13.98179000,1.960
Transit,44.00052900,1.490
Transit,247.35373000,2.190
Transit,11.90351500,2.560
Transit,34.03525700,3.100
Transit,5.43307400,1.430
Transit,12.75971200,2.600
Transit,25.75197400,2.510
Transit,51.16579000,1.450
Transit,36.85500000,2.900
Transit,49.41200000,7.100
Transit,9.57669400,2.900
Transit,20.55280200,2.880
Transit,96.67898800,3.950
Transit,2.73592600,1.640
Transit,6.40013000,2.000
Transit,3.50472500,2.000
Transit,7.64159000,5.490
Transit,14.85888000,6.980
Transit,13.81712400,1.500
Transit,41.88577500,3.010
Transit,3.13787300,1.270
Transit,4.30214900,1.990
Transit,9.82579200,2.580
Transit,20.68434200,3.430
Transit,5.68794500,2.060
Transit,11.63707100,2.270
Transit,10.68757600,2.360
Transit,20.30300500,1.970
Transit,29.02235800,2.490
Transit,1.63290000,1.170
Transit,20.72904200,2.020
Transit,3.88679070,1.070
Transit,7.26730200,1.250
Transit,13.34299600,1.400
Transit,22.40770400,1.270
Transit,129.94410000,1.170
Transit,4.93886400,1.410
Transit,10.64026300,2.670
Transit,2.06189700,1.680
Transit,5.99655300,3.190
Transit,10.39993100,1.210
Transit,20.13486600,2.380
Transit,9.28716000,
Transit Timing Variations,28.73100000,
Radial Velocity,62.95000000,
Transit,2.01999900,1.560
Transit,3.76302400,1.460
Transit,9.93963200,1.340
Transit,17.73850600,1.860
Transit,5.94504102,2.280
Transit,9.92674600,2.740
Transit,21.22340000,2.790
Transit,6.47027579,1.020
Transit,11.38848000,2.390
Transit,50.69749400,2.750
Transit,2.09228100,1.510
Transit,17.30803200,2.590
Transit,52.81497300,2.400
Transit,8.30787200,2.030
Transit,34.09686300,1.550
Transit,20.73988600,1.900
Transit,47.42773700,2.240
Transit,5.59930800,1.020
Transit,10.34969500,1.230
Transit,15.67756300,1.220
Transit,25.20971500,0.910
Transit,17.79003700,2.820
Transit,49.56741600,2.470
Transit,1.31184443,1.530
Transit,23.63760400,3.110
Transit,67.09340800,3.250
Transit,3.69611525,1.868
Transit,10.85409089,3.047
Transit,77.61130017,2.744
Transit,6.09852281,0.865
Transit,19.57758478,1.003
Radial Velocity,34.94000000,
Transit,8.59480500,2.130
Transit,10.22215700,1.590
Transit,25.67208300,2.460
Transit,151.88405800,2.850
Transit,4.06942700,1.630
Transit,16.28249300,1.850
Transit,3.16269700,2.570
Transit,5.37064700,2.470
Transit,11.32972000,1.440
Transit,14.40097400,2.530
Transit,25.66059300,1.790
Transit,2.75564000,1.510
Transit,20.30654600,1.640
Transit,7.78198700,1.200
Transit,13.13747100,1.770
Transit,23.44281000,1.190
Transit,1.61186500,1.570
Transit,3.07157100,1.500
Transit,5.86807500,3.310
Transit,4.22864000,1.630
Transit,7.46662300,1.390
Transit,11.13178600,1.200
Transit,16.25945800,1.480
Transit,16.08784500,2.260
Transit,41.74988200,3.100
Transit,2.78578000,1.639
Transit,2.45323400,2.940
Transit,7.97251300,3.620
Transit,4.13857500,1.260
Transit,6.04045000,1.290
Transit,16.25758200,1.090
Transit,31.80517400,2.740
Transit,2.46236000,1.620
Transit,4.82296200,2.340
Transit,15.66054400,2.610
Transit,28.77980000,2.130
Transit,9.36067200,1.620
Transit,14.66710800,1.770
Transit,30.86442300,2.390
Transit,68.16101000,1.750
Transit,7.69364100,2.350
Transit,17.40666900,3.040
Transit,5.37494300,2.230
Transit,8.58600400,1.850
Transit,3.88689525,1.320
Transit,3.61933700,1.480
Transit,44.69957600,3.140
Transit,124.52446470,2.660
Transit,4.58551200,2.950
Transit,22.71461300,3.580
Transit,47.90364500,2.810
Transit,289.86230000,2.380
Transit,4.15980700,0.810
Transit,9.03419900,1.570
Transit,28.12239700,0.980
Transit,45.90273300,1.330
Transit,2.79590600,1.710
Transit,5.69058600,2.930
Transit,10.04156000,2.730
Transit,18.36991700,2.630
Transit,3.93698100,3.160
Transit,10.08881000,4.640
Transit,28.08191200,3.690
Transit,7.38449000,2.990
Transit,9.84564000,3.440
Transit,14.78869000,5.240
Transit,19.72567000,4.600
Transit,3.13292400,1.390
Transit,5.92500300,3.120
Transit,11.34939300,2.300
Transit,18.64357700,1.970
Transit,6.73897500,1.200
Transit,18.79423400,1.840
Transit,3.94099700,1.550
Transit,5.34955500,2.270
Transit,8.10904400,1.220
Transit,9.48801500,3.110
Transit,54.41869400,3.040
Transit,2.56654600,1.530
Transit,4.13444400,2.700
Transit,11.09428600,4.040
Transit,6.25297200,2.200
Transit,16.06863800,4.920
Transit,41.19491200,3.850
Transit,7.10730000,1.900
Transit,10.74210000,3.200
Transit,15.27429900,2.200
Transit,32.62555500,4.260
Transit,91.77324200,2.040
Transit,10.06527500,1.730
Transit,19.27156600,1.930
Transit,4.43122200,3.080
Transit,11.37934900,3.830
Transit,8.47238200,2.430
Transit,60.41895500,2.710
Transit,2.71150600,3.700
Transit,7.21205000,3.510
Transit,3.34022200,2.230
Transit,7.82490400,1.280
Transit,20.06054800,2.050
Transit,46.18366900,2.220
Transit,8.29561100,1.570
Transit,23.96812700,2.000
Transit,4.71510600,1.410
Transit,8.10363600,2.080
Transit,2.09087600,1.730
Transit,6.15555700,2.390
Transit,13.23354900,3.070
Transit,23.65400000,5.600
Transit,50.44700000,2.000
Transit,11.76305100,2.330
Transit,56.22809800,2.510
Transit,8.14530000,2.400
Transit,12.33350000,2.800
Transit,4.24438400,1.670
Transit,18.99835500,2.780
Transit,4.14449500,1.370
Transit,7.95352800,2.200
Transit,12.71809200,2.330
Transit,36.06597800,2.570
Transit,8.20395000,2.610
Transit,14.49648100,2.000
Transit,5.71544200,2.450
Transit,20.02621800,1.990
Transit,4.31179200,2.760
Transit,9.76729200,2.050
Transit,20.05040100,2.310
Transit,7.49019000,2.570
Transit,17.46081200,2.180
Transit,36.27710800,3.030
Transit,3.21982106,1.750
Transit,4.60182000,2.340
Transit,11.18716100,1.500
Transit,3.33616000,1.640
Transit,9.43945200,4.090
Transit,20.47791200,3.940
Transit,6.30820500,3.020
Transit,16.23949400,4.070
Transit,3.30653900,1.090
Transit,7.11370200,1.510
Transit,15.36845900,1.570
Transit,6.23829700,2.748
Transit,12.72070000,5.217
Radial Velocity,122.40000000,
Transit,4.14814100,1.130
Transit,7.15680400,2.280
Transit,17.64831200,2.180
Transit,4.79093600,1.330
Transit,16.51404300,2.770
Transit,30.13300100,2.770
Transit,99.64016100,2.770
Transit,6.66839100,1.230
Transit,10.84846300,2.150
Transit,3.78398600,1.630
Transit,10.28195100,2.650
Transit,18.11986900,3.170
Transit,5.82666200,3.870
Transit,12.41218300,2.150
Transit,18.74647700,2.500
Transit,5.71460600,1.550
Transit,9.94604700,2.990
Transit,1.04562266,1.320
Transit,1.62049300,1.590
Transit,3.38802000,2.150
Transit,5.83917200,2.480
Transit,10.68157200,2.350
Transit,2.38266700,2.610
Transit,6.58148400,5.410
Transit,24.66455100,4.950
Transit,13.19722000,4.060
Transit,33.65307900,3.610
Transit,8.11531700,2.800
Transit,36.92493100,2.700
Transit,12.28000000,2.780
Transit,17.25590000,2.720
Transit,3.54391900,1.070
Transit,46.82791500,2.410
Transit,8.18739900,2.010
Transit,76.05017800,1.740
Transit,10.38122700,2.180
Transit,24.57085800,2.000
Transit,13.06085500,1.360
Transit,21.85372200,1.640
Transit,16.56808700,2.670
Transit,47.33277300,2.470
Transit,40.80623100,3.330
Transit,140.10126100,2.830
Transit,6.84626200,1.860
Transit,17.02893700,2.630
Transit,43.13061700,2.490
Transit,67.83102400,2.590
Transit,6.61833000,2.480
Transit,107.72360100,3.890
Transit,3.35372800,1.980
Transit,6.87745000,2.130
Transit,28.46451500,2.270
Transit,25.93413800,2.550
Transit,83.44639300,3.380
Transit,5.32671800,2.470
Transit,8.12789900,1.690
Transit,15.33480000,4.000
Transit,31.33090000,4.900
Transit,11.47609400,2.010
Transit,25.26288700,1.770
Transit,10.43547805,1.230
Transit,7.41086267,0.950
Transit,5.24972541,0.660
Transit,2.97135300,1.430
Transit,6.05734200,1.790
Transit,10.93730400,2.250
Transit,2.93653200,1.500
Transit,8.01492700,1.980
Transit,11.63478800,1.540
Transit,33.19786100,1.840
Transit,10.30068200,2.340
Transit,16.08813400,3.380
Transit,35.67606200,3.330
Transit,14.12841000,2.870
Transit,31.88400000,2.900
Transit,48.64800000,2.800
Transit,17.32400000,2.920
Transit,33.00600000,3.360
Transit,30.16054600,4.070
Transit,51.07877500,3.590
Transit,12.30968100,3.620
Transit,35.73600000,4.300
Transit,54.41400000,3.100
Transit,5.91230000,3.600
Transit,8.98580000,3.400
Transit,2.13954200,1.450
Transit,4.80709100,2.010
Transit,14.64600800,2.820
Transit,36.33737300,5.310
Transit,9.22052400,1.010
Transit,13.63872300,1.200
Transit,24.80600000,2.460
Transit,44.34700000,3.100
Transit,11.00815100,2.130
Transit,92.74371100,1.820
Transit,12.69914900,2.240
Transit,37.51445600,2.610
Transit,2.63386700,1.340
Transit,6.18667600,1.120
Transit,1.79630200,1.240
Transit,3.46809500,1.370
Transit,5.91432300,1.330
Transit,29.22128900,1.770
Transit,20.34219900,2.330
Transit,44.85189600,3.260
Transit,6.09732600,1.670
Transit,19.30577200,2.850
Transit,56.63374200,2.670
Transit,34.54500000,2.150
Transit,125.85180000,11.590
Transit,66.06340000,2.680
Transit,10.33840000,3.350
Transit,13.28840000,3.140
Transit,14.58934700,2.250
Transit,36.77031000,2.700
Transit,3.54651100,2.160
Transit,5.70078600,1.880
Transit,2.58082700,1.320
Transit,3.71533500,1.470
Transit,7.05567900,2.230
Transit,11.97901000,2.670
Transit,20.83423700,2.350
Transit,19.25419600,3.070
Transit,54.15574300,3.830
Transit,3.70121200,1.770
Transit,6.62640000,2.710
Transit,12.64516400,1.220
Transit,21.52625800,1.170
Transit,33.88405400,1.360
Transit,10.86438400,1.610
Transit,5.84163660,2.000
Transit,19.85029100,2.090
Transit,34.14211000,1.530
Transit,63.33627000,1.800
Transit,38.87182600,2.870
Transit,74.92013700,6.540
Transit,10.47546400,1.960
Transit,22.92881000,1.930
Transit,77.47363300,2.500
Transit,2.92712800,1.320
Transit,6.88587500,2.650
Transit,15.05478600,1.860
Transit,38.28548900,1.870
Transit,29.33434000,3.900
Transit,60.32310500,12.300
Transit,143.34394000,8.800
Transit,10.44634700,1.670
Transit,40.71495500,2.250
Transit,2.50855300,1.350
Transit,5.41902600,1.350
Transit,13.75124300,1.750
Transit,30.18410400,4.060
Transit,127.28218400,12.450
Transit,1.93705500,0.890
Transit,7.06114900,1.140
Transit,3.29570900,2.860
Transit,5.31594600,2.170
Transit,9.65347100,2.750
Transit,1.49914695,1.200
Transit,5.48700000,3.600
Transit,8.29100000,3.300
Transit,16.73866100,2.710
Transit,4.64618600,1.520
Transit,7.24019300,2.350
Transit,17.32664400,2.470
Transit,44.84097500,2.270
Transit,10.42080000,2.430
Transit,13.07290000,2.200
Transit,9.69492800,2.120
Transit,15.38231000,2.160
Transit,5.92365300,1.560
Transit,105.35638300,2.510
Transit,20.86130000,5.500
Transit,42.63180000,5.300
Transit,87.64510000,3.900
Transit,13.93069800,1.190
Transit,56.47542000,3.380
Transit,92.87612500,2.470
Transit,9.17609200,1.700
Transit,19.73828600,1.430
Transit,1.77241900,1.290
Transit,19.74741200,3.150
Transit,14.97041800,2.530
Transit,32.27327300,2.570
Transit,2.46106900,0.830
Transit,5.96039200,2.900
Transit,96.10114100,3.770
Transit,265.46933500,4.150
Transit,2.24050800,1.060
Transit,6.82776600,1.160
Transit,5.52424200,2.090
Transit,8.77501000,1.720
Transit,4.66271500,4.710
Transit,11.81500700,3.680
Transit,4.36270500,1.630
Transit,6.94135700,2.630
Transit,31.78192500,2.290
Transit,5.90124000,2.200
Transit,8.75220000,2.000
Transit,22.78020000,2.700
Transit,2.89600000,1.500
Transit,0.74296000,0.820
Transit,8.37155400,1.140
Transit,17.93493700,1.370
Transit,4.91537900,1.770
Transit,13.09392100,2.320
Transit,1.65388800,1.010
Transit,4.33723400,1.670
Transit,1.67832700,1.430
Transit,3.55382200,1.630
Transit,4.38531500,1.140
Transit,51.80561200,3.150
Transit,4.54443900,2.910
Transit,12.76217200,2.540
Transit,38.71518500,2.790
Transit,2.24832900,1.520
Transit,4.58035800,1.400
Transit,6.76688800,1.210
Transit,2.54957500,1.110
Transit,5.21233300,1.030
Transit,13.96945700,1.730
Transit,34.92100000,2.300
Transit,71.31200000,5.400
Transit,7.41639700,1.400
Transit,18.68473700,1.930
Transit,5.66793000,1.740
Transit,13.17562000,3.200
Transit,21.77596000,5.350
Transit,31.78440000,4.020
Transit,41.02902000,4.460
Transit,8.25978000,1.350
Transit,15.95538700,1.950
Transit,8.45749600,1.820
Transit,17.28111000,1.840
Transit,32.13432800,1.640
Transit,7.62632400,1.170
Transit,15.99562200,1.090
Transit,34.21154000,1.180
Transit,12.55115800,1.320
Transit,24.08821000,1.110
Transit,5.47031900,1.120
Transit,12.75800500,1.430
Transit,25.09849000,1.410
Transit,6.56233100,3.390
Transit,67.84446900,3.070
Transit,2.02482300,1.020
Transit,9.60000100,2.100
Transit,20.67877200,2.370
Transit,3.29278100,1.540
Transit,9.69320100,2.050
Transit,13.72697600,2.440
Transit,24.31085600,2.340
Transit,44.43101400,3.000
Transit Timing Variations,9.34100000,1.560
Transit,4.97765600,1.420
Transit,6.98805500,1.150
Transit,10.55834500,1.170
Transit,288.82200000,8.564
Transit,14.84438700,2.530
Transit,22.82466900,3.370
Transit,5.19552800,1.180
Transit,8.01041000,1.700
Transit,27.66631300,1.850
Transit,42.47326900,1.990
Transit,15.17031800,2.250
Transit,26.23413800,1.960
Transit,39.45935700,2.490
Transit,1.64422461,0.880
Transit,8.96855000,2.410
Transit,23.22182000,2.020
Transit,21.96394500,2.610
Transit,125.59680900,2.950
Transit,7.41556300,0.740
Transit,9.38742700,1.200
Transit,6.51112700,2.660
Transit,23.85154900,3.070
Transit,12.79836000,1.970
Transit,27.32087100,1.750
Transit,7.05677000,1.520
Transit,17.26542700,1.330
Transit,5.92977800,1.900
Transit,12.24762900,1.960
Transit,131.45800000,8.160
Transit,11.18956200,1.850
Transit,17.84900000,3.100
Transit,26.13600000,2.800
Transit,37.05491900,3.060
Transit,57.24809000,3.190
Transit,142.54424700,2.720
Transit,10.05537000,0.860
Transit,16.33299500,1.240
Transit,5.79527800,0.890
Transit,8.41089400,1.380
Transit,5.47666000,1.840
Transit,16.93440200,1.310
Transit,24.20984200,1.240
Transit,11.03189000,1.460
Transit,25.76229400,2.710
Transit,4.61269600,1.570
Transit,13.12163200,1.810
Transit,6.47543400,1.840
Transit,16.85837000,2.670
Transit,49.49987500,3.430
Transit,34.06046700,2.720
Transit,83.48836900,2.850
Transit,25.56322200,3.530
Transit,57.68802000,4.300
Transit,77.09569100,4.010
Transit,13.83989000,1.486
Transit,16.23855000,3.679
Transit,3.28967200,1.650
Transit,7.18643400,2.100
Transit,8.48661600,1.450
Transit,55.18802300,2.520
Transit,10.32718600,0.880
Transit,37.86628100,1.450
Transit,3.61456800,1.160
Transit,7.54242700,1.690
Transit,11.93212500,2.050
Transit,25.74571800,1.550
Transit,59.98062700,2.150
Transit,10.66490300,2.040
Transit,17.78412900,1.640
Transit,3.28195900,1.460
Transit,12.51616000,1.790
Transit,37.81572400,1.300
Transit,53.57863700,1.200
Transit,26.84768000,3.260
Transit,72.37933400,3.880
Transit,2.73275600,1.130
Transit,14.87157200,1.410
Transit,13.36731000,0.336
Transit,21.30200000,0.750
Transit,39.79220000,1.940
Transit Timing Variations,51.19600000,
Transit,4.57953000,1.590
Transit,19.02293000,1.910
Transit,34.76327800,1.890
Transit,67.96801500,1.780
Transit,6.84969200,1.360
Transit,20.05376300,2.090
Transit,30.09256800,1.690
Transit,5.53530900,1.360
Transit,16.72594800,1.240
Transit,1.89780600,1.030
Transit,3.28280700,1.100
Transit,5.02821900,1.310
Transit,12.12593400,1.450
Transit,19.98632600,2.650
Transit,4.92019900,1.070
Transit,14.17232700,1.790
Transit,12.50952900,1.390
Transit,27.01497600,2.060
Transit,16.09236100,0.750
Transit,28.90600900,0.700
Transit,20.09838000,1.660
Transit,62.78469700,2.290
Transit,105.59900000,4.300
Transit,3.93082100,1.190
Transit,7.63000400,1.270
Transit,5.62902100,0.990
Transit,13.39163500,1.120
Transit,5.26215500,1.320
Transit,12.16270100,1.590
Transit,12.90453200,1.320
Transit,31.20075100,1.240
Transit,22.59705300,1.120
Transit,45.34826900,1.130
Transit,10.04368600,2.730
Transit,15.16316100,3.040
Transit,12.31043000,1.390
Transit,25.19345800,1.580
Transit,6.79163600,1.030
Transit,11.83754900,0.890
Transit,3.17331500,0.810
